OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,irwin_IsCpxChild,irwin_CpxName,irwin_CpxID,SHAPE_Length,SHAPE_Area
15452,RACKETT BRANCH,Wildfire Daily Fire Perimeter,Hand Sketch,,2022/03/18 13:39:39+00,2022/03/18 13:39:39+00,,32.0532931930831,{EE14F2B8-82EE-4951-A36B-3493735BAF74},FFP,,CERTIFIED,,2022/03/06 22:21:59+00,2022/03/17 20:00:00+00,30,10,NCNCC,,,,2022/03/18 13:39:36+00,,,,,Human,Other Human Cause,,PG4W,,2022/03/05 22:28:00+00,,2022/03/17 20:00:00+00,,,,,P8,0811,SACC,,,,,,RACKETT BRANCH,,WF,FI,36.08051,-81.76152,15,2022/03/05 22:30:00+00,{6DA449C7-435C-4A4C-AA39-6086598CC482},,0,0,0,0,0,,220083,,,,Caldwell,NCNCC,37027,FS,NCNCF,,USFS,Federal,,,,,,,SA31A,FS,NCNCF,US-NC,Timber,TL2,,,,2022-NCNCF-220083,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2022/03/18 13:39:37+00,2022/03/06 13:20:10+00,{5E98B410-B4B2-4A91-B1E7-E6295CFDD86C},0,,,0.0187158048377713,-1.298051914621e-05
15453,Little Hurricane,Wildfire Daily Fire Perimeter,Mixed Methods,,2022/03/18 01:11:32+00,2022/03/18 20:39:55+00,,147.307814683518,{A721BAD0-98C0-40CA-8BE6-1E5775A84EAC},2022 NIFS,,DEFAULT,,2022/03/17 23:18:00+00,,145,50,MOMOC,5000,,,,Moderate,Creeping,Running,,Human,,,PHN1,,2022/03/17 18:46:59+00,Type 4 Incident,,0,100,0,0,P9,0905,EACC,2022/03/17 23:15:00+00,2022/03/17 18:59:59+00,2022/03/17 23:15:00+00,I,Type 4 IC,Little Hurricane,3 miles SW of Winona MO,WF,FI,36.972,-91.37547,50,,{0F4A786E-2AF8-4A0B-B7E6-496BFD24DEB7},,0,1,0,0,0,0,000146,100,100,Winona MO,Shannon,MOMOC,29203,FS,MOMTF,,USFS,Federal,,,,,,,EA13,FS,MOMTF,US-MO,Timber,TL6,Timber (Litter and Understory),,17,2022-MOMTF-000146,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2022/03/18 12:56:38+00,2022/03/17 20:36:26+00,{09BD2BF8-2CAB-4D2A-AB54-D9885F59C23D},0,,,0.0326655255109387,-6.03254261381477e-05
15454,Barnlog,Wildfire Daily Fire Perimeter,Mixed Methods,,2022/03/18 01:01:46+00,2022/03/18 13:22:08+00,,4.96396987395401,{93F0D1FD-4109-4DD7-A432-67405A4806B8},2022 NIFS,,DEFAULT,,2022/03/18 00:49:00+00,,5,5,MOMOC,,,,,,,,,Undetermined,,,PHP5,,2022/03/17 23:40:00+00,,,,,,,P9,0905,EACC,,,,,,Barn Log,,WF,FI,36.90101,-91.24827,5,,{0AC3201C-1BC5-48B3-8B19-A5396F0CD562},,0,1,0,0,0,,000154,,,,Shannon,MOMOC,29203,FS,MOMTF,,USFS,Federal,,,,,,,EA13,FS,MOMTF,US-MO,,,,,,2022-MOMTF-000154,No Decision,wildcad,firecode,0,,,,IRWIN,,2022/03/18 00:55:24+00,2022/03/18 00:38:27+00,{5FD36324-5D1E-4D99-AB4E-0C0B7D6547C0},0,,,0.00582749508433396,-2.03094586078618e-06
15455,Kidd,Wildfire Daily Fire Perimeter,GPS-Flight,42332.7936416294,2022/03/19 21:10:36+00,2022/03/26 16:45:50+00,2022/03/19 14:00:00+00,42332.6172000021,{5F9746BA-B1BF-4346-A4C0-5D0B24FE7030},2022 NIFS,,ICS209,,,,42333,5000,TXTIC,2365815,,,,Extreme,,,,Undetermined,Undetermined,,PHQ5,,2022/03/17 22:49:42+00,Type 3 Incident,,,,,,,1522,SACC,,,,,,Kidd,,WF,FI,32.33495,-98.82913333,,,{44F2C584-6F00-4467-A584-3430774CDF2D},,0,1,0,1,0,0,221743,70,100,,Eastland,TXTIC,48133,State,TXTXS,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221743,No Decision,wires,ics209,0,,,,IRWIN,,2022/03/25 22:36:42+00,2022/03/17 23:38:46+00,{99BD8963-5EF2-4824-B3AE-33E67877DD18},1,Eastland Complex,{9BE0950B-6E16-41AE-B6EF-695FBA915509},1.44788325860278,-0.0163980938602951
15456,Wheat Field,Wildfire Daily Fire Perimeter,Mixed Methods,7268.34402309145,2022/03/19 20:42:17+00,2022/03/30 21:25:00+00,2022/03/19 14:00:00+00,7268.4158316868,{15BC7F86-BEF3-473E-B683-BB11CFE99BF4},2022 NIFS,,ICS209,,,,7268,1000,TXTIC,497159,,,,Extreme,,,,Undetermined,Undetermined,,PHQ6,,2022/03/17 22:10:10+00,Type 5 Incident,,,,,,,1522,SACC,,,,,,Wheat Field,,WF,FI,32.19851667,-99.103,,,{4DD98CC7-67FA-48F1-A975-5284F6B10C6D},,0,1,0,1,0,0,221740,95,100,,Eastland,TXTIC,48133,State,TXTXS,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221740,No Decision,wires,ics209,0,,,,IRWIN,,2022/03/29 22:16:16+00,2022/03/17 22:29:28+00,{88984A32-4F14-4B04-AAFC-C352EA4CEFF1},1,Eastland Complex,{9BE0950B-6E16-41AE-B6EF-695FBA915509},0.643086283261977,-0.00281270481151654
15457,Oak Mott,Wildfire Daily Fire Perimeter,GPS-Flight,4030.875992759,2022/03/19 18:59:59+00,2022/03/26 16:45:50+00,2022/03/19 13:28:00+00,4030.86042026113,{BA776E13-909D-44C8-A741-2D968F4BEFE1},2022 NIFS,,ICS209,,,,4031,1200,TXTIC,0,,,,Active,,,,Undetermined,Undetermined,,,,2022/03/17 21:56:05+00,Type 5 Incident,,,,,,,,SACC,,,,,,Oak Mott,,WF,FI,32.062944,-98.929672,,,{635CAA10-F4DE-46A3-A489-5359595605D6},,0,,,,,0,221739,95,100,,Brown,TXTIC,48049,State,TXTXS,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221739,No Decision,wires,ics209,0,,,,IRWIN,,2022/03/25 22:36:45+00,2022/03/17 22:56:39+00,{71E0F0E0-9872-451F-8440-2A4CBB40944E},1,Eastland Complex,{9BE0950B-6E16-41AE-B6EF-695FBA915509},0.37310478981571,-0.0015576298403075
15458,Garden Mountain,Wildfire Daily Fire Perimeter,Hand Sketch,,2022/03/18 17:41:26+00,2022/03/18 17:41:26+00,,48.131307298254,{C3C3A781-EA55-4575-88F8-AEB6273E4E04},FFP,,CERTIFIED,,2022/02/11 22:34:00+00,2022/02/16 19:24:00+00,48.13,75,VAVIC,,,,2022/03/18 17:41:23+00,,,,,Undetermined,Undetermined,,PF2P,,2022/02/10 20:35:00+00,,2022/03/03 13:37:00+00,,,,,P8,0808,SACC,,,,,,Garden Mountain,,WF,FI,37.04567,-81.42447,48,2022/02/10 21:00:00+00,{E5E7A075-8CC3-4E9E-8210-07A7E8430DE5},,0,0,0,0,0,,220021,,,,Bland,VAVIC,51021,FS,VAVAF,,USFS,Federal,,,,,,,SA28B,FS,VAVAF,US-VA,Timber,TL6,,,,2022-VAVAF-220021,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2022/03/18 17:41:24+00,2022/02/11 01:10:07+00,{B578EB50-F452-4884-A9A6-FADBA9EB20A7},0,,,0.0414238466284422,-1.97319280028714e-05
15459,Walker,Wildfire Daily Fire Perimeter,Mixed Methods,,2022/03/18 17:58:59+00,2022/03/18 17:58:59+00,,55.0469375757562,{987F8707-A4DA-4B7E-A74C-DDBA825EB79F},FFP,,CERTIFIED,48.2736,2022/03/06 18:23:00+00,2022/03/09 18:30:14+00,55.04,30,VAVIC,,,,2022/03/18 17:58:56+00,,,,,Undetermined,Undetermined,,PG4D,,2022/03/05 15:20:00+00,,2022/03/09 19:00:14+00,,,,,P8,0808,SACC,,,,,,Walker,,WF,FI,37.05677,-81.37116,,2022/03/05 15:40:00+00,{8D63FA2F-23B2-42F1-A017-9C87525E4A8A},,0,0,0,0,1,,220044,,,,Tazewell,VAVIC,51185,FS,VAVAF,,USFS,Federal,,,,,,,SA28A,FS,VAVAF,US-VA,Timber,TL6,,,,2022-VAVAF-220044,Approved Decision,wildcad,INFORM_Inspector,0,Type 4 Incident,2022/03/06 19:53:27+00,,IRWIN,,2022/03/18 17:58:57+00,2022/03/05 18:44:47+00,{6B415DF8-74A1-4CFE-81EB-17A725E8EF66},0,,,0.0274188908566763,-2.25672139216582e-05
15460,HARJO,Wildfire Daily Fire Perimeter,Hand Sketch,,2022/03/18 17:08:35+00,2022/03/18 17:08:35+00,,2.84493875080677,{D7646E86-62F7-4BA1-B6D7-90ED62752914},FFP,,CERTIFIED,,2022/03/13 18:59:59+00,2022/03/16 17:00:00+00,1.6,1,ARAOC,,,,2022/03/18 17:08:33+00,,,,,Human,Debris/Open Burning,Trash Burning,PG98,,2022/03/13 18:00:00+00,,2022/03/18 17:00:00+00,,,,,PA,1522,SACC,,,,,,HARJO,,WF,FI,34.95938,-96.61659,1.6,2022/03/13 18:14:59+00,{8ACEB75F-911A-4D40-B435-3DD157A15481},,0,1,0,0,0,,000745,,,,Seminole,ARAOC,40133,BIA,OKWEA,,BIA,Federal,,,,,,,SA03,BIA,OKWEA,US-OK,Grass,GR2,,,,2022-OKWEA-000745,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2022/03/18 17:08:34+00,2022/03/13 23:25:34+00,{FDEA1503-D4FD-4377-89B5-C3B50E6B124F},0,,,0.00502651991472679,-1.13625883074996e-06
15461,IRON GATE,Wildfire Daily Fire Perimeter,Hand Sketch,,2022/03/18 17:06:30+00,2022/03/18 17:06:30+00,,5.70656784228031,{4F6AC32D-8653-4C4E-AE81-BA5CDB8D809C},FFP,,CERTIFIED,,2022/03/13 21:59:59+00,2022/03/16 17:00:00+00,3.6,1,ARAOC,,,,2022/03/18 17:06:27+00,,,,,Human,Incendiary,Arson-Vandalism,PG99,,2022/03/13 19:30:00+00,,2022/03/18 17:00:00+00,,,,,PA,1522,SACC,,,,,,IRON GATE,,WF,FI,34.96661,-96.75214,,2022/03/13 19:44:59+00,{B1C1565F-1522-4941-8C09-238BBE5EF381},,0,1,0,0,0,,000746,,,,Seminole,ARAOC,40133,,,,Private,Private,,,,,,,SA03,BIA,OKWEA,US-OK,Timber,TL6,,,,2022-OKWEA-000746,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2022/03/18 17:06:29+00,2022/03/13 23:30:02+00,{7FBDD77A-1F35-4A6C-B32A-2D714468D265},0,,,0.00621382827517417,-2.27936778613761e-06
15462,3140 H. Ave,Wildfire Daily Fire Perimeter,Mixed Methods,,2022/03/18 17:42:21+00,2022/03/18 18:00:21+00,,0.347827496829285,{F825E05A-320E-4535-A965-65363E922328},2022 NIFS,,DEFAULT,,,,0.5,0.5,MOMOC,,,,,,,,,Human,Debris/Open Burning,,PHR7,,2022/03/13 18:34:09+00,,2022/03/13 19:44:59+00,,,,,,,EACC,,,,,,3140 H. Ave,,WF,FI,,,,2022/03/13 18:49:59+00,{B6372C88-630B-4853-8F9B-21BCAA151A64},1,0,,,,,,F512201,,,,Tama,MOMOC,19171,BIA,IASFA,,BIA,Federal,,,,,,,EA09,BIA,IASFA,US-IA,Grass,GR3,,,,2022-IASFA-F512201,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2022/03/18 18:00:21+00,2022/03/18 17:37:00+00,{C0B62D53-F9A9-4172-978D-6F7E55970BAC},0,,,0.00204976996309554,-1.52925316810136e-07
15463,3053 E. Ave,Wildfire Daily Fire Perimeter,Mixed Methods,,2022/03/18 17:54:01+00,2022/03/18 18:01:25+00,,0.201483329978358,{7B8B55E5-CE4C-4617-80C6-75DA130BFC6C},2022 NIFS,,DEFAULT,0.2,,,0.2,0.4,MOMOC,,,,,,,,,Human,Debris/Open Burning,Trash Burning,PHR8,,2022/03/16 21:25:32+00,,2022/03/16 22:30:00+00,,,,,,,EACC,,,,,,3053 E. Ave,,WF,FI,,,,2022/03/16 21:40:00+00,{ED5EBC06-3976-414E-B495-A3AC7F489B32},1,0,,,,,,F512202,,,,Tama,MOMOC,19171,BIA,IASFA,,BIA,Federal,,,,,,,EA09,BIA,IASFA,US-IA,Grass,GR3,,,,2022-IASFA-F512202,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2022/03/18 18:01:48+00,2022/03/18 17:50:49+00,{58ABCCEE-9BD4-4F7B-BADE-B8DF41B1C388},0,,,0.00150894870057454,-8.860234149094e-08
15464,Strickland,Wildfire Daily Fire Perimeter,Hand Sketch,,2022/03/18 19:10:29+00,2022/03/18 19:10:29+00,,12.1518284669457,{B20260EE-F558-4741-AB4D-FE89945BBACD},2022 NIFS,,DEFAULT,,2022/03/14 21:43:59+00,,13,13,MOMOC,,,,,,,,,Human,,,PHC2,,2022/03/14 19:05:59+00,,,,,,,P9,0905,EACC,,,,,,Strickland,,WF,FI,37.60602,-90.99091,13,,{1B86E82A-89F8-4438-B6C5-FADCF640291F},,0,0,0,0,0,,000123,,,,Iron,MOMOC,29093,,,,Private,Private,,,,,,,EA13,FS,MOMTF,US-MO,,,,,,2022-MOMTF-000123,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/03/14 21:57:26+00,2022/03/14 20:58:56+00,{4F52CF17-CF2C-4E50-B8CF-FB813A71B2E5},0,,,0.0109279659473048,-5.01785000001275e-06
15465,Shamrock,Wildfire Daily Fire Perimeter,Mixed Methods,,2022/03/18 18:30:53+00,2022/03/25 12:54:11+00,,2.0113845653563,{E9E37DF8-8817-4B46-9884-EC93D98C968A},2022 NIFS,,DEFAULT,,2022/03/18 03:00:00+00,,1.71,1,MOMOC,,,,,,,,,Undetermined,,,PHP8,,2022/03/18 01:40:00+00,,,,,,,P9,0905,EACC,,,,,,Shammrock,,WF,FI,36.86588,-91.29227,1,,{072312F3-B5C7-47AC-BC46-58F9D12AE400},,0,1,0,0,0,,000155,,,,Oregon,MOMOC,29149,FS,MOMTF,,USFS,Federal,,,,,,,EA13,FS,MOMTF,US-MO,,,,,,2022-MOMTF-000155,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/03/18 03:09:23+00,2022/03/18 03:05:22+00,{D8F38EAE-6A3D-4F98-9C28-7AAB4B208F2C},0,,,0.00416414561075857,-8.22588223940882e-07
15466,Irish,Wildfire Daily Fire Perimeter,Hand Sketch,,2022/03/18 13:16:45+00,2022/03/18 16:44:51+00,,34.5398890267646,{7B0888BF-EBF2-4CCE-BE00-4CC35EC9C342},2022 NIFS,,DEFAULT,,,,31.7,1,MOMOC,,,,,,,,,Undetermined,,,PHP7,,2022/03/17 23:29:59+00,,,,,,,P9,0905,EACC,,,,,,Irish,,WF,FI,36.79214,-91.08722,30,,{33343D07-6472-4933-BCDC-2FE415A93CD6},,0,1,0,0,0,,000153,,,,Ripley,MOMOC,29181,FS,MOMTF,,USFS,Federal,,,,,,,EA13,FS,MOMTF,US-MO,,,,,,2022-MOMTF-000153,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/03/18 02:22:04+00,2022/03/18 01:04:48+00,{DF04E63B-D05F-420B-9B7F-DC2FA1FDF586},0,,,0.0169012852175436,-1.41120327908317e-05
15467,Slash,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,,2022/03/18 20:43:09+00,2022/03/18 20:43:57+00,,396.259927202049,{653BC6FE-2147-4EEF-8102-55DE432742A4},2022 NIFS,,DEFAULT,,2022/03/18 15:03:00+00,2022/03/18 15:03:00+00,396,1,MOMOC,20000,,,,Minimal,Backing,Creeping,,Human,,,PG96,,2022/03/13 19:33:00+00,Type 4 Incident,,0,100,0,0,P9,0905,EACC,2022/03/18 15:30:00+00,2022/03/14 21:59:59+00,2022/03/18 15:30:00+00,U,Type 4 IC,Slash,"3 miles SSW of Newburg, MO",WF,FI,37.868683,-91.932683,,,{6B8A1F73-DDE2-497D-B3C2-4F092F6BCB79},,0,1,0,0,0,0,000117,100,100,,Phelps,MOMOC,29161,FS,MOMTF,,USFS,Federal,,,,,,,EA13,FS,MOMTF,US-MO,,,Medium Logging Slash,Hardwood Litter,17,2022-MOMTF-000117,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/03/18 15:53:33+00,2022/03/13 21:33:26+00,{302B8F68-A52B-4BA6-A93F-B7549AEB0BA7},0,,,0.0608972815217584,-0.000164213547307865
15468,Windy,Wildfire Daily Fire Perimeter,GPS-Walked,,2022/03/18 20:40:20+00,2022/03/18 20:42:14+00,,32.294102363266,{D4093E90-8788-4EEB-A7E9-67E384D44607},2022 NIFS,,DEFAULT,32.29,2022/03/17 01:55:00+00,,32.3,1,MOMOC,,,,,,,,,Human,,,PHK1,,2022/03/16 22:47:59+00,,,,,,,P9,0905,EACC,,,,,,Windy,,WF,FI,37.47854,-92.13116,20,,{228788BF-ADAA-4824-89DD-342CC5B4795E},,0,0,0,0,0,,000138,,,,Texas,MOMOC,29215,FS,,,Private,Private,,,,,,,EA13,FS,MOMTF,US-MO,,,,,,2022-MOMTF-000138,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2022/03/18 20:42:15+00,2022/03/16 23:36:35+00,{E76C3B04-0A7D-4509-83FF-5EC72AB478AE},0,,,0.0270724777493542,-1.33128379867884e-05
15469,Galloway,Wildfire Daily Fire Perimeter,GPS-Walked,,2022/03/18 20:48:35+00,2022/03/29 16:17:07+00,,4.17452972226534,{8F290135-59C3-4687-A31B-09984E79FC71},2022 NIFS,,DEFAULT,,2022/03/18 01:15:59+00,2022/03/21 22:31:59+00,4,1,MOMOC,,,,,,,,,Undetermined,,,PHN9,,2022/03/17 22:12:00+00,,,,,,,P9,0905,EACC,,,,,,Galloway,,WF,FI,36.88759,-92.06908,3,,{E6EC3EC8-E5D5-4775-B4E1-D180E7FFAA12},,0,1,0,0,0,,000149,,,,Howell,MOMOC,29091,,,,Private,Private,,,,,,,EA13,FS,MOMTF,US-MO,,,,,,2022-MOMTF-000149,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/03/21 23:05:21+00,2022/03/17 23:19:22+00,{6B4439C0-BCAA-4457-8965-5FA07C4C2C4E},0,,,0.00667455933261593,-1.70769974811817e-06
15471,WILD HOG,Wildfire Daily Fire Perimeter,Hand Sketch,,2022/03/20 15:49:57+00,2022/03/20 15:49:57+00,,1.39305617731524,{84B2CFE3-1530-4ED3-9684-72102ED8DA8C},2022 NIFS,,DEFAULT,,2022/03/19 03:00:00+00,,473.5,1,ARAOC,,,,,,,,,Undetermined,Undetermined,,PHU0,,2022/03/18 18:59:59+00,,,,,,,PA,1522,SACC,,,,,,WILD HOG,,WF,FI,34.62411,-98.74298,224,2022/03/18 19:15:00+00,{DC9A17A5-2DC6-4C0B-838E-35660FAF87DD},,0,1,0,0,0,,000816,,,,Comanche,ARAOC,40031,BIA,OKCOA,,BIA,Federal,,,,,,,SA02,BIA,OKANA,US-OK,Grass,GR3,,,,2022-OKANA-000816,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2022/03/20 14:34:39+00,2022/03/19 12:10:26+00,{84882533-B590-43A4-B060-1DD67E57053D},0,,,0.00501019948555013,-5.54155853867719e-07
15472,Big L,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,10177.4022112627,2022/03/23 16:02:41+00,2022/03/23 16:04:05+00,2022/03/22 15:59:59+00,10177.3686065993,{DDA600A6-A85F-4B4D-A7F0-EA667D679C9C},2022 NIFS,,DEFAULT,,,,10366,200,TXTIC,1,,,,Minimal,Wind Driven Runs,Smoldering,Flanking,Undetermined,Undetermined,,PHZ3,,2022/03/20 18:54:05+00,Type 4 Incident,,0,100,0,0,,1522,SACC,2022/03/23 01:30:00+00,2022/03/22 12:59:59+00,2022/03/23 01:30:00+00,U,Type 4 IC,Big L,about 14.5 miles Northeast of Stephenville,WF,FI,32.3588,-98.0042,,,{47CA410F-83EA-4B65-8D88-EBC1027FB01F},,0,1,0,1,0,1,221839,85,100,,Erath,TXTIC,48143,State,TXTXS,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),Brush (2 feet),32,2022-TXTXS-221839,No Decision,wires,ics209,0,,,,IRWIN,,2022/03/23 01:54:07+00,2022/03/20 19:39:15+00,{928C019A-DB10-4526-A8CB-028D8CC37943},0,,,0.418104990394593,-0.00394849447128203
15473,Branam Hollow2,Wildfire Daily Fire Perimeter,Hand Sketch,,2022/03/21 01:09:24+00,2022/03/21 01:09:24+00,,3.01405801744399,{C9373218-E4B8-4927-89CA-C186CE895910},2022 NIFS,,DEFAULT,3.01,2022/03/21 12:04:59+00,,3,2,TNTNC,,,,,,,,,Human,Debris/Open Burning,Yard Debris,PHV5,,2022/03/19 22:14:00+00,,,,,,,PP,1522,SACC,,,,,,Branam Hollow2,,WF,FI,35.77122,-83.31909,2,,{54A97158-FF27-4C88-AE5C-E354A02D670A},0,0,1,1,0,0,,000119,,,,Sevier,TNTNC,47155,,,,Private,Private,,,,,,,SA25B,NPS,TNGSP,US-TN,Timber,TL8,,,,2022-TNGSP-000119,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2022/03/21 01:10:13+00,2022/03/20 12:45:52+00,{0973EF45-B854-40F5-84AA-686664C18156},0,,,0.0060355235375804,-1.21574999999872e-06
15474,Birdseye 1,Wildfire Daily Fire Perimeter,GPS-Walked,0.498486283036765,2022/03/21 01:21:35+00,2022/05/11 17:36:00+00,,0.498198880430755,{14E888A8-188B-4EC0-A02C-56708ED05FB3},2022 NIFS,,FIREREPORTING,,2022/03/21 02:00:00+00,2022/03/25 20:16:00+00,0.5,1,WYCDC,,,,,,,,,Undetermined,,,PHY9,,2022/03/20 23:26:00+00,,2022/04/08 17:50:00+00,,,,,PD,1522,RMCC,,,,,,BIRDSEYE 1,,WF,FI,43.44513,-108.0964,0.5,,{8828AA7B-BA44-4A47-9130-C838F4EDDF5B},,0,1,0,0,0,,000061,,,,Fremont,WYCDC,56013,BLM,WYLND,,BLM,Federal,,,,,,,RM08,BLM,WYWBD,US-WY,,,,,,2022-WYWBD-000061,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/04/08 17:50:52+00,2022/03/21 00:29:23+00,{CD2814B8-89A4-4924-9745-22BE3821C2E8},0,,,0.00239742277580553,-2.23991227028805e-07
15475,Cedar Mountain,Wildfire Daily Fire Perimeter,Mixed Methods,229.431707483966,2022/03/20 22:42:55+00,2022/03/26 16:45:50+00,,229.430780725353,{7351D695-3BBE-47F4-8A17-8B6E69157A73},2022 NIFS,,ICS209,,,,229,50,TXTIC,0,,,,,,,,Undetermined,Undetermined,,,,2022/03/20 20:13:46+00,Type 5 Incident,,,,,,,,SACC,,,,,,Cedar Mountain,,WF,FI,32.37717214,-98.89812468,,,{D71C2A76-5FAC-494B-A0DB-5882C7FC6584},,0,,,,,0,221851,90,0,,Eastland,TXTIC,48133,State,TXTXS,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221851,No Decision,wires,ics209,0,,,,IRWIN,,2022/03/25 22:36:39+00,2022/03/20 20:38:11+00,{AF7545AE-2210-4BBC-BF69-87B2B31B9E6B},1,Eastland Complex,{9BE0950B-6E16-41AE-B6EF-695FBA915509},0.0564596932184445,-8.89765321156812e-05
15476,Marsh ,Wildfire Daily Fire Perimeter,GPS-Walked,,2022/03/21 13:45:55+00,2022/03/21 15:09:32+00,,6.92369499547727,{FD677F6A-2DCF-42F6-87D4-2EAE668160D5},2022 NIFS,,DEFAULT,,,,6.5,1,KYKIC,,,,,,,,,Undetermined,,,PHZ2,,2022/03/20 21:00:00+00,,,,,,,PN,1522,SACC,,,,,,Marsh,,WF,FI,36.74161,-84.20977,,,{850152AD-53E5-4728-A17E-9C0574A534B4},,0,1,1,1,1,,000077,,,,McCreary,KYKIC,21147,,,,Private,Private,,,,,,,SA27,FS,KYDBF,US-KY,,,,,,2022-KYDBF-000077,No Decision,wildcad,firecode,0,,,,IRWIN,,2022/03/21 02:05:34+00,2022/03/20 21:53:45+00,{AE8CDE0A-6BC9-41B0-BF85-CD0BAFBAA574},0,,,0.00877013179757752,-2.82702896728013e-06
